id,title,publishedAt,duration,definition,caption,licensedContent,viewCount,likeCount,commentCount,description,embeddable,player
qAGef4MdPdE,Taylor Swift - willow - dancing witch version (Elvira remix),2020-12-15T03:12:53Z,PT3M6S,hd,false,False,1649598,86719,4296,"Official video by Taylor Swift performing willow - dancing witch version (Elvira remix)
Listen to the album here: https://taylor.lnk.to/evermorealbum 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: http://taylorswift.lnk.to/store 

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift   
Facebook: http://facebook.com/taylorswift    
Tumblr: http://taylorswift.tumblr.com   
Twitter: http://twitter.com/taylorswift13   
Snapchat: http://snapchat.com/add/taylorswift 
Website: http://www.taylorswift.com   

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation   
Tumblr: http://taylornation.tumblr.com   
Twitter: http://twitter.com/taylornation13

#TaylorSwift #willow #evermore

Music video by Taylor Swift performing willow - dancing witch version (Elvira remix). © 2020 Taylor Swift",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qAGef4MdPdE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
m_4CSbzwPtE,"Taylor And ""Friends""",2008-08-17T22:26:08Z,PT2M17S,sd,false,False,966314,8395,885,"Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/m_4CSbzwPtE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
0Ot5C6O-KfA,"""Ours"" Behind-the-Scenes - Director Casting",2011-12-13T21:05:40Z,PT2M28S,sd,false,False,97585,2420,305,"Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0Ot5C6O-KfA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
EKnl7STzSMU,"1989 Secret Sessions, Behind The Scenes!",2014-10-16T23:09:25Z,PT4M34S,hd,false,False,3458965,80838,4860,"Taylor Swift took to the internet to find fans across the US and UK and invited them to hear her new album ""1989"" first! These sessions were top secret and became known as the #1989SecretSessions. 

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/EKnl7STzSMU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
6wEVDvnqQOM,Behind the scenes of Taylor Swift's week at Staples Center,2013-09-06T16:35:47Z,PT7M6S,hd,false,False,791430,14178,1018,"Behind the scenes of Taylor Swift's week at Staples Center.

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6wEVDvnqQOM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
H9rBt-8jiBE,Taylor Swift - willow (lonely witch version) - [yule log],2020-12-17T20:45:11Z,PT3M8S,hd,false,False,565861,23625,1034,"Official video by Taylor Swift performing willow (lonely witch version) - [yule log]
Listen to the album here: https://taylor.lnk.to/evermorealbum 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: http://taylorswift.lnk.to/store 

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift   
Facebook: http://facebook.com/taylorswift    
Tumblr: http://taylorswift.tumblr.com   
Twitter: http://twitter.com/taylorswift13   
Snapchat: http://snapchat.com/add/taylorswift 
Website: http://www.taylorswift.com   

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation   
Tumblr: http://taylornation.tumblr.com   
Twitter: http://twitter.com/taylornation13

#TaylorSwift #willow #evermore

Music video by Taylor Swift performing willow (lonely witch version) - [yule log]. © 2020 Taylor Swift",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/H9rBt-8jiBE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
eQVhAN7-IAw,The Making of a Song: “Delicate” – watch more on Taylor Swift NOW,2017-11-15T03:43:47Z,PT3M53S,hd,false,False,4234373,166157,4862,"A glimpse into Taylor’s songwriting process as she shares personal videos creating the song “Delicate”. “The Making of a Song” is a revolutionary new series shot by Taylor herself available exclusively on Taylor Swift NOW. Watch on DIRECTV NOW, only from AT&T.
For more information, visit att.com/TaylorSwift

________________________________________________________

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/eQVhAN7-IAw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
anqxTwGE_nQ,Taylor Swift - Lavender Haze (Acoustic Version),2023-03-31T04:00:01Z,PT3M,hd,false,False,1040497,68155,3410,"Listen to “Lavender Haze (Acoustic Version)” by Taylor Swift.

Buy/Download/Stream “Lavender Haze (Acoustic Version): https://taylor.lnk.to/LHAcoustic
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

#TaylorSwift #LavenderHaze #TSMidnights",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/anqxTwGE_nQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
6DdAzVDVBpw,Taylor Swift - Lavender Haze (Felix Jaehn Remix),2023-02-10T05:00:05Z,PT2M57S,hd,false,False,542445,37029,2462,"Listen to “Lavender Haze (Felix Jaehn Remix)” by Taylor Swift.

Buy/Download/Stream ""Lavender Haze (Felix Jaehn Remix)"" https://taylor.lnk.to/LHRemix
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

#TaylorSwift #LavenderHaze #TSMidnights",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6DdAzVDVBpw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
37Pc4cjk9pY,Vote Taylor: ACM Entertainer of the Year,2010-04-02T03:59:52Z,PT3M31S,sd,false,False,329128,6597,797,"Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/37Pc4cjk9pY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
dgzN0Puq_hE,"""Everything Has Changed"" Song Preview from RED - Now Available",2012-11-01T20:36:58Z,PT1M33S,sd,false,False,183891,2174,219,"Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dgzN0Puq_hE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
kE31ShDEOwg,Taylor Swift - Lavender Haze (Snakehips Remix),2023-03-03T05:00:29Z,PT3M11S,hd,false,False,490433,15026,897,"Listen to “Lavender Haze (Snakehips Remix)” by Taylor Swift.

Buy/Download/Stream ""Lavender Haze (Snakehips Remix)"" https://taylor.lnk.to/LHRemix
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

#TaylorSwift #LavenderHaze #TSMidnights",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kE31ShDEOwg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
nF4Jc9sPPug,Taylor Swift - Anti-Hero (ILLENIUM Remix),2022-11-18T05:00:32Z,PT4M32S,hd,false,False,1474750,50137,2530,"Listen to “Anti-Hero (ILLENIUM Remix)” by Taylor Swift.

Buy/Download/Stream “Anti-Hero (ILLENIUM Remix)”: https://taylor.lnk.to/AHILLENIUM
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnidnights

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

Follow ILLENIUM: 
https://bio.to/ILLENIUM 
http://instagram.com/illenium 
http://facebook.com/Illenium 
http://twitter.com/illenium 
http://soundcloud.com/illeniumofficial 
https://www.tiktok.com/@illenium

#taylorswift #midnights #antihero #illenium",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nF4Jc9sPPug"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
T1d9PiRAJNM,Taylor Swift - Anti-Hero (feat. Bleachers),2022-11-08T05:00:13Z,PT3M52S,hd,false,False,1770983,117195,4432,"Listen to “Anti-Hero (feat. Bleachers)” by Taylor Swift.

Download/Stream ""Anti-Hero (feat. Bleachers): https://taylor.lnk.to/AHBleachers
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights 

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

#TaylorSwift #Bleachers #AntiHero",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/T1d9PiRAJNM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
v9bxXO9fj98,Should've Said No,2008-06-26T15:47:41Z,PT4M22S,sd,false,False,6871515,91129,6652,"Music video for my latest single ""Should've Said No""

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/v9bxXO9fj98"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
tBEFMmkgu7s,My new favorite thing ... thank you!,2012-04-02T03:49:00Z,PT30S,sd,false,False,1130200,34543,3637,"Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/tBEFMmkgu7s"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
LSjPFdoeDD8,"Taylor Swift Speak Now Fan Video : Oranga, NSW, Australia",2011-02-14T03:04:11Z,PT3M18S,hd,false,False,71491,1167,74,"Engaged couple Kat Hammond and Trevor Rogers make the long journey from Orange, a city in New South Wales, Australia to attend the Speak Now in NY CD release party. Watch as they explore New York City's Central Park, Times Square, the Statue of Liberty, and survive the ""crazy"" cab drivers.

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/LSjPFdoeDD8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
FTA4kzsTmxc,Taylor Swift and Jennifer Lopez: Jenny from the Block,2013-09-12T21:34:41Z,PT5M56S,hd,false,False,12638330,102955,3231,"Taylor Swift and Jennifer Lopez perform ""Jenny from the Block"" live at Taylor's sold out concert at Staples Center in Los Angeles on August 24, 2013.

Lover out everywhere August 23. Pre-order now.
https://TaylorSwift.lnk.to/LoverYD

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/FTA4kzsTmxc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
Y3eRmLTN7FQ,Surprise! Taylor Wins 2 Teen Choice Awards!,2009-08-11T03:49:48Z,PT3M37S,sd,false,False,432848,6039,1117,"Taylor wins Choice Female Artist and Choice Music Album Female Artist from the 2009 Teen Choice Awards!

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Y3eRmLTN7FQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
uybMJ8cSWtA,Taylor Swift - Anti-Hero (Kungs Remix),2022-11-11T03:00:20Z,PT3M19S,hd,false,False,832178,24912,1028,"Listen to “Anti-Hero (Kungs Remix)” by Taylor Swift.

Buy/Download/Stream ‘Anti-Hero (Remixes)’: https://taylor.lnk.to/AHRemixes
Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnidnights

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

#taylorswift #midnights #antihero",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uybMJ8cSWtA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
qvcSth8LvEw,1 with a bullet.,2008-11-25T18:35:47Z,PT4M24S,sd,false,False,786699,6967,1040,"I made a video showing some of the things I got to do for my album release week. Thank you to all of you for making Fearless the #1 album in the country, and for keeping Love Story at #1 on the country charts for a 2nd week. I LOVE YOU!!

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/qvcSth8LvEw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
O2Irnn7F1PM,Taylor Swift - The Making Of Christmas Tree Farm,2019-12-23T14:00:49Z,PT4M43S,hd,false,False,1231880,101952,4908,"►Watch the official music video for ""Christmas Tree Farm"" performed by Taylor Swift: https://taylor.lnk.to/XMASTreeFarm/youtube

►Stream / download the song: https://taylor.lnk.to/XMASTreeFarmID

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

#TaylorSwift #ChristmasTreeFarm #BehindTheScenes",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/O2Irnn7F1PM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
U3yPyVFKGG8,New conference table.,2010-03-12T16:10:46Z,PT31S,sd,false,False,1120839,38658,1864,"We got a new table at the management office...and it's super big.

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/U3yPyVFKGG8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
YfPfgZjhH1w,Britain's Got Talent performance: Everything Has Changed,2013-06-12T16:20:01Z,PT6M11S,sd,false,False,2276796,64945,2643,"Taylor Swift and Ed Sheeran perform their new single Everything Has Changed on Britain's Got Talent on June 8th, 2013.

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/YfPfgZjhH1w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
XF_ARz7jTUw,Look What You Made Me Do: Taylor Mountain,2017-09-20T20:03:01Z,PT7M4S,hd,false,False,7490686,178222,4434,"Lover out everywhere August 23. Pre-order now.
https://TaylorSwift.lnk.to/LoverYD

Shop music here: http://smarturl.it/TASmusic

Shop merchandise here: http://taylor.lk/tourmerch

Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift 
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation 
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",True,"{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XF_ARz7jTUw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}"
